category,year level,question,choice_a,choice_b,choice_c,choice_d,correct_answer,is_active,difficulty_level
Science,Senior (Grade 11-12),Presence of these types of volcano in an area increases risk for volcanic activities.,"Dormant, Active","Dormant, Inactive","Extinct, Inactive","Extinct, Active","Dormant, Active",1,Average
Science,Senior (Grade 11-12),This type of geological hazard happen along the path or near the boundaries of fault lines.,Earthquake,Tsunami,Typhoon,Landslide,Earthquake,1,Average
Science,Senior (Grade 11-12),Sloping areas that are regularly visited by typhoons are prone to what kind of geological hazard/s?,Volcanic eruption,Landslide,all of the above,Earthquake,Landslide,1,Average
Science,Senior (Grade 11-12),These are the things to be done before the hazards.,Planning,Implementing,Evaluating,Monitoring,Planning,1,Average
Science,Senior (Grade 11-12),Which of the following should you do in the event of earthquake?,Pack the emergency kit.,Watch news and updates on the television.,All of the above,"Drop, cover and hold.",All of the above,1,Average
Science,Senior (Grade 11-12),"Which of the following falls under the ""Monitor"" strategy in coping with geological hazards?",Evacuating the area.,Preparation of emergency kits,"Drop, cover, hold",Being observant and aware of possible aftermaths.,Being observant and aware of possible aftermaths.,1,Average
Science,Senior (Grade 11-12),Tom was watching TV when a sudden weather update appeared. The volcano near their community is about to erupt and it is advised to evacuate immediately. What should Tom do?,"Do not believe the news. The volcano is dormant, nothing bad will happen.",Prepare for the upcoming disaster immediately.,Turn off the TV and sleep.,"Wait for the eruption to take place before preparing. In this way, he should be able to confirm the news.",Prepare for the upcoming disaster immediately.,1,Average
Science,Senior (Grade 11-12),Brgy. Yanig is near a fault line and near a coast. What is most likely to happen if an earthquake hits the area?,A storm surge is possible to happen.,A cyclone might hit the area.,There would be greater damage in the area than in any other areas.,None of the choices.,There would be greater damage in the area than in any other areas.,1,Average
Science,Senior (Grade 11-12),Which of the following statement is correct?,A Tsunami is possible to happen during an earthquake.,Both A and B are true.,Both A and B are false.,An eathquake is possible to happen during a volcanic eruption,Both A and B are true.,1,Average
Science,Senior (Grade 11-12),Which of the following statements is correct?,A community that is located near rivers and streams on the mountainside is prone to landslide.,Residential areas at the base of slopes are far from experiencing landslides.,All of the choices above are correct.,Agricultural lands in high slopes is not prone to landslides.,A community that is located near rivers and streams on the mountainside is prone to landslide.,1,Average
Science,Senior (Grade 11-12),Which of the following is/are correct when landslides are suspected to occur in the area?,Be alert for any increase or decrease in the water flow.,Listen to news in the radio and television.,All of the choices above are correct.,Evacuate as soon as possible. Do not delay.,All of the choices above are correct.,1,Average
Science,Senior (Grade 11-12),Which of the following is not a landslide mitigation measure?,Planting or replanting activities,Proper Land-use,Logging,Construction of Engineering Structures,Logging,1,Average
Science,Senior (Grade 11-12),Which Lanslide Mitigation measure educates the public to increase awareness of natural disasters such as landslides?,Structural Measures,Awareness campaign,Land use,Planting activities,Awareness campaign,1,Average
Science,Senior (Grade 11-12),Which of the following is not an engineering structure in mitigating landslides?,Shear keys,Buttressed walls,Cut and fill slopes,Restraint walls,Cut and fill slopes,1,Average
Science,Senior (Grade 11-12),What are anchorage that helps strengthen the compactness of the soil?,Logs,Roots,Soil litter,Trees,Roots,1,Average
Science,Senior (Grade 11-12),What is a seasonal shift in the prevailing wind direction?,Monsoon,Typhoon,Cyclone,Tropical Depression,Monsoon,1,Average
Science,Senior (Grade 11-12),It is a system of rotating winds developing in the low pressure area.,Gust,Tropical cyclone,Monsoon,Tornado,Tropical cyclone,1,Average
Science,Senior (Grade 11-12),"It is a rapid, unexpected flood occurring in a short period of time.",Sewer flood,River flood,Flash flood,Coastal flood,Flash flood,1,Average
Science,Senior (Grade 11-12),Which of the following statements is correct?,3 only,1 and 2 only,4 only,3 and 4 only,1 and 2 only,1,Average
Science,Senior (Grade 11-12),Which of the following statements is correct?,Cyclones rotate in a clockwise direction in the Northern Hemisphere.,Cyclones rotate in a counter-clockwise direction in the Southern Hemisphere.,Cyclones rotate in a clockwise direction regardless of the hemisphere where it occurred.,Cyclones rotate in a counter-clockwise direction in the Northern Hemisphere.,Cyclones rotate in a counter-clockwise direction in the Northern Hemisphere.,1,Average
Science,Senior (Grade 11-12),Which of the following statements is correct?,Storm surges and tsunamis are the same.,Storm surges are caused by an earthquake.,Tsunamis are also caused by storms or cyclones.,Storm surges combine with normal tides to create storm tides.,Storm surges combine with normal tides to create storm tides.,1,Average
Science,Senior (Grade 11-12),Which of the following statements is correct?,Landslides are caused by flashfloods only.,Flooding may cause landslides to occur.,All of the choices above are correct.,Landslides occur only after a heavy rainfall.,Flooding may cause landslides to occur.,1,Average
Science,Senior (Grade 11-12),Which of the following statements is correct?,"Sometimes, frequent heavy rainfall during the wet season is enough to cause floods.",Floods may occur even when there are no cyclones.,All of the above choices are correct.,River floods occur when water overflows from the riverbanks.,All of the above choices are correct.,1,Average
Science,Senior (Grade 11-12),"Generally, how are areas with higher susceptibility represented?",with dark colors,in the legend,as the Point of Interest,with light colors,with dark colors,1,Average
Science,Senior (Grade 11-12),What do you call the area encircled in this map?,Point of Interest,Hazardous area,Area cover,Point of danger,Point of Interest,1,Average
Science,Senior (Grade 11-12),Identify the encircled part of this hazard map.,Low susceptible are,Point of Interest,Boundary,Area affected,Boundary,1,Average
Science,Senior (Grade 11-12),What part of the map is this?,Risk indicator,Susceptible area,Boundary,Legend,Legend,1,Average
Science,Senior (Grade 11-12),The encircled part of the map shows that the area has ________ susceptibility to landslide.,high,low,very low,intermediate,intermediate,1,Average
Science,Senior (Grade 11-12),The encircled part of the map shows that the area is highly susceptible to landslide. This means that the area is:,far from steep slopes,located on the top or at the base of steep slopes,far from rivers or any bodies of water,near rivers or any bodies of water,located on the top or at the base of steep slopes,1,Average
Science,Senior (Grade 11-12),The encircled part of the map shows that the area is highly susceptible to flood. This means that the area may be:,near rivers or any bodies of water,both A and B,none of the above,a low-lying area,both A and B,1,Average
Science,Senior (Grade 11-12),Identify which of the following is not a use for hazard maps.,identifying potential areas for evacuation,predicting the patterns of natural disasters,strategies,planning for disaster mitigation,predicting the patterns of natural disasters,1,Average
Science,Senior (Grade 11-12),The Philippines is ________ and ________ country.,an archipelago; a tropical,a hydrometeorological; a tropical,an archipelago; a temperate,a hydrometeorological; a temperate,an archipelago; a tropical,1,Average
Science,Senior (Grade 11-12),Sloping areas are prone to hydrometeorological  hazards because of ________.,loose soil material,mass movement,all of the above,soil saturation,all of the above,1,Average
Science,Senior (Grade 11-12),Which of the following is not advisable to do during the occurrence of a tropical cyclone?,Survey the area during night time.,Stay inside the house or evacuation area.,Pack the emergency kit.,Watch news and updates on the television.,Survey the area during night time.,1,Average
Science,Senior (Grade 11-12),Which of the following should you do after the occurrence of a natural hazard?,Go around sightseeing. See what happens after a natural disaster.,Check the appliances and use it even if it is still wet.,Check the broken power switch or cords yourself.,Notify the authorities of any broken power switch or cords in the area.,Notify the authorities of any broken power switch or cords in the area.,1,Average
Science,Senior (Grade 11-12),"There is a strong typhoon warning. Dan and his family is already going to the evacuation center, when he remembered he forgot to bring his favorite books. What is the safest thing he should do?","Leave the books, and hope that it would not be destroyed during the typhoon.","He should go back and get the books, the typhoon is not yet coming.",Ask somebody to go back with him to get the books.,Ask his father to get his books for him.,"Leave the books, and hope that it would not be destroyed during the typhoon.",1,Average
Science,Senior (Grade 11-12),It was a sunny day. Noah was watching TV when a sudden weather update appeared. A strong cyclone is about to hit their area within the next 10 hours. What should Noah do?,Prepare for the upcoming disaster immediately.,"Wait for the rain to come before preparing. In this way, he would be able to confirm the news.",Turn off the TV and sleep.,"Do not believe the news. It's sunny, nothing bad will happen.",Prepare for the upcoming disaster immediately.,1,Average
Science,Senior (Grade 11-12),"A typhoon has just passed, and Mia and her friends couldn't wait to get out and play outside. There is still flood outside. What should Mia and her friends do?",Go out and play. It is fun to play in the flood.,"Go out, try to sweep out the flood to dry areas, so they could play outside.",Do not get out and wait for the flood to subside.,Ask their parents to take them to dry places so they could play.,Do not get out and wait for the flood to subside.,1,Average
Science,Senior (Grade 11-12),Ruth lives in an area within steep slopes and is near a cleared vegetation. There were no strong storm warning signals but it was raining very hard all day. A landslide is possible to happen. What should Ruth do best?,Prepare and evacuate immediately. It is better to get out of danger as soon as possible.,Check and go near the cleared vegetation to see if a landslide is possible to happen.,Wait for strong signal before evacuating.,Stay inside the house until the rain stops. Check outside after.,Prepare and evacuate immediately. It is better to get out of danger as soon as possible.,1,Average
Science,Senior (Grade 11-12),Name one type of wave based on the degree of swash and back wash.,Constructive or Destructive,Instructive,Structive,Conductive,Constructive or Destructive,1,Average
Science,Senior (Grade 11-12),"This type of wave has high energy, stronger backwash, and results to shorter and steeper beaches.",constructive waves,destructive waves,storm waves,tidal waves,destructive waves,1,Average
Science,Senior (Grade 11-12),Identify what is being described by the following descriptions and examples.,"1: Transportation, 2: Deposition, 3:Erosion","1: Deposition, 2: Erosion, 3: Transportation","1: Deposition, 2: Transportation, 3: Erosion","1: Erosion, 2:Transportation, 3: Deposition","1: Deposition, 2: Erosion, 3: Transportation",1,Average
Science,Senior (Grade 11-12),1) Coastal hazards are events that can endanger the communities living on coastal areas. 2) Plate movements can cause coastal hazards.,Only the first statement is true.,Only the second statement is true.,Both statements are false.,Both statements are true.,Both statements are true.,1,Average
Science,Senior (Grade 11-12),1) Examples of natural hazards are disasters and plate movement. 2) Green house  emission can contribute to natural environmental processes that can cause coastal hazards.,Both statements are true.,Only the first statement is true.,Both statements are false.,Only the second statement is true.,Both statements are true.,1,Average
Science,Senior (Grade 11-12),1) Coastal hazards inflict damage not just on the human communities. 2) Corals are not affected by coastal hazards.,Only the second statement is true.,Both statements are true.,Both statements are false.,Only the first statement is true.,Only the first statement is true.,1,Average
Science,Senior (Grade 11-12),This part of the American coast experiences more intense wave activities due to the Pacific ocean's activity.,Northwestern coast,West coast,East coast,Northeastern coast,West coast,1,Average
Science,Senior (Grade 11-12),This is a city in an archipelagic South East Asian country that has reported submersion problems due to sea-level rise in almost all of its regions.,Manila (Philippines),Ho Chi Mihn (Vietnam),Tokyo (Japan),Taipei (Taiwan),Manila (Philippines),1,Average
Science,Senior (Grade 11-12),This island is between Australia and Hawaii that is prone to submersion.,Mexico,Marshall Island,Spratlys,Nile,Marshall Island,1,Average
Science,Senior (Grade 11-12),"The possibility of plate movement is very high in the ________, indicated by the numerous volcanoes that lies in its path.",Pacific Ring of Fire,Ocean ridges,Mid-ocean ridges,Seafloor spreading,Pacific Ring of Fire,1,Average
Science,Senior (Grade 11-12),Contamination of freshwater source is due to the movement of saltwater to the area of freshwater in the zone of ________.,diversion,dispersion,diffusion,expansion,dispersion,1,Average
Science,Senior (Grade 11-12),Which is NOT an affect of coastal alteration?,Flooding,There is chance for new landforms to be formed.,Freshwater source can be contaminated.,It increases chances of rainfall.,It increases chances of rainfall.,1,Average
Science,Senior (Grade 11-12),"Give one general practical ways to cope with coastal erosion, submersion, and saltwater intrusion?",Destruction,Non-construction or Construction,Rehabilitation,Intrusion and Beach Nourishment,Non-construction or Construction,1,Average
Science,Senior (Grade 11-12),This is a construction used to control coastal erosion that reduces the wave energy before it reaches the coasts.,Groins,Breakwater,Walls,Jetties,Breakwater,1,Average
Science,Senior (Grade 11-12),This is a construction used to control coastal erosion that runs perpendicularly that widens beach and maintain coast components.,Jetties,Groins,Walls,Breakwater,Groins,1,Average
Science,Senior (Grade 11-12),"This is a construction used to control coastal erosion that are located at entrance of harbors, small inlets and bays, built to maintain channel depth for the benefit of sailing ships.",Breakwater,Jetties,Walls,Groins,Jetties,1,Average
Science,Senior (Grade 11-12),Give one type of breakwater based on the purpose to protect parts of the coasts.,Coastal rehabilitation,Sea protection,Coastal protection,Shore protection or Harbor Protection,Shore protection or Harbor Protection,1,Average
Science,Senior (Grade 11-12),Which of the following statements is/are alternative non-construction coping practices for submersion?,Plant trees to minimize greenhouse gases.,Mangrove fields should be protected.,All of the above.,Relocate to more safe areas.,All of the above.,1,Average
Science,Senior (Grade 11-12),Which of the following statements are ways of coping practices for saltwater intrusion?,Allow aquifer to recharge.,Conserve water.,All of the above.,Construction of injection wells should be done in highly urbanized areas.,All of the above.,1,Average
Science,Senior (Grade 11-12),Which of the following is NOT the purpose of beach nourishing?,It halts further erosion of the coast.,Maintaining shore depth.,Maintaining coast distance from human resident communities.,Creation of new and wide beaches.,It halts further erosion of the coast.,1,Average
Science,Senior (Grade 11-12),Which of the following is not true about injection wells?,They can be built anywhere that have aquifers.,They pump freshwater into the aquifers to help recharge it.,They are constructive way of coping with saltwater intrusion.,They are only for control of coastal saltwater intrusion.,They are only for control of coastal saltwater intrusion.,1,Average
Science,Senior (Grade 11-12),It is the process of restoring or bringing the coasts to a healthier or improved condition.,Sea protection,Shore protection or Harbor Protection,Shore rehabilitation,Coastal rehabilitation,Coastal rehabilitation,1,Average
Science,Senior (Grade 11-12),It is characterized by the abundance of contaminants in the sea or any body of water.,chemical polution,geological pollution,land pollution,water pollution,water pollution,1,Average
Science,Senior (Grade 11-12),It is the process of treating wastes to improve the quality of wastewater in coastal areas.,Coastal Wastewater Treatment,Coastal rehabilitation,Coastal development,Coastal Erosion,Coastal Wastewater Treatment,1,Average
Science,Senior (Grade 11-12),"In the Philippines, the establishment of this facility is a compliance to the Clean Water Act of 2004.",Waste disposal facility,Mangrove nurseries,All of the above,Wastewater treatment facility,Wastewater treatment facility,1,Average
Science,Senior (Grade 11-12),"Groyne, sea walls, and off-shore breakwater are examples of ________.",Coastal processes,Coastal rehabilitation measures,Coastal engineering structures,Coastal Areas,Coastal engineering structures,1,Average
Science,Senior (Grade 11-12),Which statement is correct?,It is okay to throw a garbage into the sea. The sea is big after all.,Proper waste disposal includes avoiding the disposal of wastes in inland waters.,The government must do something about waste management without involving the community.,Marine biodiversity is not affected by improper waste disposal.,Proper waste disposal includes avoiding the disposal of wastes in inland waters.,1,Average
Science,Senior (Grade 11-12),Which statement is correct?,Coastal land development alternates the natural landscapes and processes in the coasts.,Land development causes coastal erosion.,All of the statements above are correct.,Coastal erosion can be a natural process or a human-induced process.,All of the statements above are correct.,1,Average
Science,Senior (Grade 11-12),"Developed coasts change the natural beach processes such as 1) ________ movement, 2) ________ transport and movement of rainwater run-off.","sand, coastal","wind, wave","wave, coastal","sand, wind","sand, wind",1,Average
Science,Senior (Grade 11-12),Which among the following is not an impact mitigation strategy?,Proper waste disposal,Construction of sea wall,Construction of new roads and bridges,Mangrove tree planting,Construction of new roads and bridges,1,Average
Science,Senior (Grade 11-12),Mang Jerry is about to establish a beach resort. He learned that the area he's going to utilize is rich in marine biodiversity. What should he do?,Conduct an environmental impact assessment and consider to move to another area far from it.,Utilize the area into a beach resort. It would not cause any harm.,Establish a restaurant instead.,Survey the area and extract all potential resources.,Conduct an environmental impact assessment and consider to move to another area far from it.,1,Average
Science,Senior (Grade 11-12),Which of the following is NOT a characteristic of living things?,response to stimuli,reproduction,reincarnation,metabolism,reincarnation,1,Average
Science,Senior (Grade 11-12),Which of the following does not belong to the group?,methane,hydrogen,chromium,ammonia,chromium,1,Average
Science,Senior (Grade 11-12),These are parts of the hydrosphere where life is thought to have begun.,Volcanic atmosphere,Deep-sea vents,Panspermia,Electric sparks,Deep-sea vents,1,Average
Science,Senior (Grade 11-12),The reaction of gases like methane and hydrogen creates what type of organic compound?,ammonia,proteins,carbon dioxide,amino acids,amino acids,1,Average
Science,Senior (Grade 11-12),Molecules released by deep-sea vents are rich in what element?,carbon,nitrogen,hydrogen,oxygen,nitrogen,1,Average
Science,Senior (Grade 11-12),"According to this theory, ice layers protected organic compounds essential in the formation of life.",Lightning,Meteorites,Comets,UV Radiation,UV Radiation,1,Average
Science,Senior (Grade 11-12),Which statements is true?,Combined molecules in the Primordial Soup were not stable.,The Primordial Soup was a homogeneous mixture.,Deep-sea vents are rich in chemical and thermal energy.,The hot during ice beginnings lengthened the life span of essential molecules needed in the first forms of life.,Deep-sea vents are rich in chemical and thermal energy.,1,Average
Science,Senior (Grade 11-12),Which of the following states the correct concept of the pertained Theory on the Origin of Life?,Deep-sea vents released nitrogen-rich molecules that formed life on Earth.,"Life started from amino acids which came from space through meteorites, comets, and other extraterrestrial objects.",Continuous interaction of lightning strikes and primordial soup resulted to the generation of life forms.,"According to the theory on Creationism, God created all life forms on Earth in seven days.",Continuous interaction of lightning strikes and primordial soup resulted to the generation of life forms.,1,Average
Science,Senior (Grade 11-12),What hypothesis/experiment states that life came from other planets?,Arrhenius' hypothesis,Joan Oro's experiment,Oparin-Haldane's experiment,Miller-Urey's experiment,Arrhenius' hypothesis,1,Average
Science,Senior (Grade 11-12),What basic component in the DNA did Joan Oro synthesize using the primordial soup conditions?,Guanine,Thymine,Adenine,Cytosine,Adenine,1,Average
Science,Senior (Grade 11-12),Which of the following terms did Haldane coin to refer the conditions of his experiment?,primordial soup,prebiotic soup,extremophile,panspermia,prebiotic soup,1,Average
Science,Senior (Grade 11-12),"In the Miller-Urey experiment, what type of atmosphere is needed for abiotic synthesis of organic molecules to occur?",hydrogen-free,oxygen-free,carbon-free,nitrogen-free,oxygen-free,1,Average
Science,Senior (Grade 11-12),"According to the Oparin-Haldane Hypothesis, ________ and ________ enhanced the chemical reactions involved in the formation of the first organic compounds.",nitrogen gas & methane,reducing atmosphere & UV radiation,carbon dioxide & hot water,cool water & inorganic molecules,reducing atmosphere & UV radiation,1,Average
Science,Senior (Grade 11-12),Which of the following molecules is not part of the Miller-Urey Experiment?,CH4,N2,ammonia,water,N2,1,Average
Science,Senior (Grade 11-12),Which of the following microorganisms serves as an evidence to the theory of Panspermia?,Deinococcus radiodurans,Deinococcus durans,Deinococcus radiorans,Deinococcus radio,Deinococcus radiodurans,1,Average
Science,Senior (Grade 11-12),"Based on the Miller-Urey Experiment, organic compounds can be created from inorganic molecules, electric spark and _______.",N2,water,ammonia,CH4,water,1,Average
Science,Senior (Grade 11-12),Which of the following statements is/are true?,Miller and Urey concluded that the Opari-Haldane Hypothesis is not possible.,Oparin and Haldane hypothesized that the atmosphere was once an oxidizing one.,Deinococcus radiodurans can protect itself while entering the Earth's atmosphere.,Oparin and Haldane postulated that electricity was needed in organic molecule formation.,Deinococcus radiodurans can protect itself while entering the Earth's atmosphere.,1,Average
Science,Senior (Grade 11-12),Which of the following molecules was not a synthesized compound from the Miller-Urey experiment?,sugars,CH4,ATP,lipids,CH4,1,Average
Science,Senior (Grade 11-12),Which of the following is not a unifying theme in the study of life?,genetic material,evolution,genetic engineering,homeostasis,genetic engineering,1,Average
Science,Senior (Grade 11-12),What unifying theme is exhibited when the systems of the body fight invading microorganisms that cause illnesses?,genetic material,evolution,homeostasis,ecosystem,homeostasis,1,Average
Science,Senior (Grade 11-12),Which of the following explains why organisms adapt to the environment and survive through reproductive success?,ecosystem,evolution,homeostasis,genetic material,evolution,1,Average
Science,Senior (Grade 11-12),This is where instructions of the structure and functions of organisms are encoded.,genetic material,ecosystem,homeostasis,evolution,genetic material,1,Average
Science,Senior (Grade 11-12),This unifying theme gives an idea about how systems of an organism work.,genetic material,ecosystem,evolution,structure and function,structure and function,1,Average
Science,Senior (Grade 11-12),Which of the following statements is/are true?,Evolution is not an important unifying theme in the study of life.,Negative feedback mechanisms slow down certain processes in the body.,homeostasis is directly involved in inheritance.,There is only one genetic material.,Negative feedback mechanisms slow down certain processes in the body.,1,Average
Science,Senior (Grade 11-12),Which of the following statements is/are true?,All organisms are independent from each other.,Biological systems are regulated through feedback mechanisms.,DNA and RNA are homeostasis materials of the body.,Homeostasis disrupts internal conditions of the body.,Biological systems are regulated through feedback mechanisms.,1,Average
Science,Senior (Grade 11-12),Which of the following statements is NOT true about the genetic material as a unifying theme?,All living things on Earth have the same genetic material.,Genetic material is passed down from generation to generation.,DNA and RNA dictates how structure functions.,Information in the genetic material controls the continuity of life.,All living things on Earth have the same genetic material.,1,Average
Science,Senior (Grade 11-12),Which of the following statements is/are true?,Genetic materials contain information that is constant throughout generations.,Ecosystems disrupt internal conditions of the body.,Evolution explains how body structures function.,Ecosystem is the interaction between living things and their environment.,Ecosystem is the interaction between living things and their environment.,1,Average
Science,Senior (Grade 11-12),Which of the following statements is an example of homeostasis?,Low production of insulin by the pancreas causing diabetes.,Over production of renin by the kidney that cause high blood pressure.,Calcium levels in the bones decrease too much causing Osteoporosis.,Releasing heat from the body on a hot day causing sweat.,Releasing heat from the body on a hot day causing sweat.,1,Average
Science,Senior (Grade 11-12),Which of the following is not a basic structure of a cell?,cytoplasm,flagellum,mitochondrion,nucleus,flagellum,1,Average
Science,Senior (Grade 11-12),"Why is the cell considered a ""storage of genetic material?""",responds to stimuli,converts light energy to chemical energy,contains the DNA,involved in mechanical activities,contains the DNA,1,Average
Science,Senior (Grade 11-12),Which organelle is considered as the powerhouse of the cell?,nucleus,cytoplasm,chloroplast,mitochondrion,mitochondrion,1,Average
Science,Senior (Grade 11-12),What is programmed cell death called?,apoptosis,patellar reflex,cellular proliferation,homeostasis,apoptosis,1,Average
Science,Senior (Grade 11-12),Which of the following is NOT a function of the cell?,respond to stimuli,self-regulate,produce offspring,assemble cellular substructures,produce offspring,1,Average
Science,Senior (Grade 11-12),What process stores chemical energy as sugars?,Photosynthesis,Homeostasis,Apoptosis,Krebs cycle,Photosynthesis,1,Average
Science,Senior (Grade 11-12),What cell structure is involved in the mechanical activity of motility?,mitochondrion,nucleus,flagellum,chloroplast,flagellum,1,Average
Science,Senior (Grade 11-12),What function of the cell is represented in the situation? (Rapid blinking due to an accidental insertion of a foreign object in the eye),response to stimuli,engage in mechanical activities,carry out chemical reaction,cell regulation,response to stimuli,1,Average
Science,Senior (Grade 11-12),Which of the following is NOT true about the cell?,The cell can be found in every part of human body.,The cell houses the genetic material.,The cell can carry out different functions required for life.,The cell contains uniform structures for all organisms.,The cell contains uniform structures for all organisms.,1,Average
Science,Senior (Grade 11-12),Which of the following is NOT true about chemical reactions occurring in the cell?,Pyruvate is a product of Krebs cycle.,ATP powers cell activities.,Glycolysis breaks down 6 carbon molecules into simpler molecules.,They are important in order to sustain life.,Pyruvate is a product of Krebs cycle.,1,Average
Science,Senior (Grade 11-12),"During photosynthesis, water is broken down into hydrogen and ________.",carbohydrate,carbon dioxide,ATP,oxygen,oxygen,1,Average
Science,Senior (Grade 11-12),How does the unstable 6-C molecule in the Calvin cycle become stable molecules?,phosphate addition,electron reduction,light absorption,carbon fixation,carbon fixation,1,Average
Science,Senior (Grade 11-12),Photosynthesis occurs in the ________.,chloroplast,thylakoids,chlorophyll,grana,chloroplast,1,Average
Science,Senior (Grade 11-12),Which of the following statements is/are true?,"During photosynthesis, water is broken down into oxygen and hydrogen.",Most plants are photosynthetic.,All of the statements are true.,Light excites electrons during photosynthesis.,All of the statements are true.,1,Average
Science,Senior (Grade 11-12),Which of the following equations summarizes the overall reaction of photosynthesis?,6CO2+6H2O --> 6(CH6O)+6O2,6CO2+6H2O --> 6(CH12O)+O2,CO2+H2O --> 6(CHO)+O2,CO2+3H2O --> 3(C2HO)+6O2,6CO2+6H2O --> 6(CH6O)+6O2,1,Average
Science,Senior (Grade 11-12),Which of the following statements is/are true?,Green light is reflected by chlorophyll giving the leaves its green color.,NADPH carries electrons needed in the light-dependent reaction.,Process of photosynthesis is also known as C4 Pathway.,Water is broken down into hydrogen and oxygen in the Calvin cycle.,Green light is reflected by chlorophyll giving the leaves its green color.,1,Average
Science,Senior (Grade 11-12),Which of the following statements is/are true?,water --> stroma --> cytoplasm --> chloroplast,light --> photosynthesis --> cell membrane --> stroma,light --> photosynthesis --> stroma --> cytoplasm,carbon dioxide --> thylakoid --> cytoplasm --> chloroplast,light --> photosynthesis --> stroma --> cytoplasm,1,Average
Science,Senior (Grade 11-12),Which of the following is NOT involved in the process of photosynthesis?,water,sodium chloride,carbon dioxide,oxygen,sodium chloride,1,Average
Science,Senior (Grade 11-12),Where does light-independent reaction occur?,stroma,granum,thylakoids,chlorophyll,stroma,1,Average
Science,Senior (Grade 11-12),Which of the following is NOT a form of energy?,heat,light,mineral,chemical,mineral,1,Average
Science,Senior (Grade 11-12),Which of the following does NOT need energy in order for it to operate?,regulation,metabolism,none of the choices,movement,none of the choices,1,Average
Science,Senior (Grade 11-12),"Which of the following Laws of Thermodynamics states that ""Energy can neither be created nor destroyed""?",1st,3rd,4th,2nd,1st,1,Average
Science,Senior (Grade 11-12),It is where photosynthesis takes place in plant cells.,nucleus,chloroplast,flagella,mitochondrion,chloroplast,1,Average
Science,Senior (Grade 11-12),It is where respiration takes place in plant cells.,mitochondrion,nucleus,flagella,chloroplast,mitochondrion,1,Average
Science,Senior (Grade 11-12),These are units of energy that are generated during photosynthesis and respiration.,wind energy,sugar,water,ATP,ATP,1,Average
Science,Senior (Grade 11-12),It is the ultimate source of energy in the environment.,sun,water,human,sky,sun,1,Average
Science,Senior (Grade 11-12),"Sugars, if not used, are stored in the cell wall. Which of the following is NOT a stored form of sugar?",glucose,cellulose,lignin,starch,glucose,1,Average
Science,Senior (Grade 11-12),Which of the following statements is/are true?,"In animal cells, light energy is converted to chemical energy in the mesophyll cells.",Cellular respiration needs energy.,Photosynthesis produces lipids as its product.,Energy is destroyed after photosynthesis.,Cellular respiration needs energy.,1,Average
Science,Senior (Grade 11-12),Which of the following statements is/are true?,Metabolism is a form of energy.,ATP is needed during photosynthesis.,"Chemical energy is not a form of energy, unlike light energy and heat.",Mechanical energy powers animal cells.,ATP is needed during photosynthesis.,1,Average
Science,Senior (Grade 11-12),What is the main source of energy of photoautotrophs?,inorganic molecules,sun,wind,organic molecules,sun,1,Average
Science,Senior (Grade 11-12),Which of the following is a chemoheterotroph?,fungus,human,snake,archaea,archaea,1,Average
Science,Senior (Grade 11-12),Which of the following organisms can make their food using inorganic molecules?,photoautotrophs,decomposers,heterotrophs,chemoautotrophs,chemoautotrophs,1,Average
Science,Senior (Grade 11-12),Which of the following can make their own food using sunlight?,chemoautotrophs,photoautotrophs,heterotrophs,decomposers,photoautotrophs,1,Average
Science,Senior (Grade 11-12),Which of the following is not a photoautotroph?,plants,photosynthetic bacteria,fungi,algae,fungi,1,Average
Science,Senior (Grade 11-12),"They feed on decaying matter or dead organisms by digesting them, then ingesting their organic molecules.",decomposers,photoautotrophs,chemoautotrophs,heterotrophs,chemoautotrophs,1,Average
Science,Senior (Grade 11-12),Which of the following statements is true?,Chemoautotrophs are producers in an ecosystem.,Cells of an organism are independent  from each other.,Photoautotrophs include bacteria in dark caves.,Algae is a secondary consumer in an ecosystem.,Chemoautotrophs are producers in an ecosystem.,1,Average
Science,Senior (Grade 11-12),Which of the following statements is true?,Photosynthetic bacteria use inorganic molecules to make their own food.,Heterotrophs can photosynthesize.,Plants are third degree consumers in an ecosystem.,Chemoautotrophs are usually found in dark caves.,Chemoautotrophs are usually found in dark caves.,1,Average
Science,Senior (Grade 11-12),Which of the following is NOT true about heterotrophs?,"Heterotrophs include algae, fungi, and photosynthetic bacteria.",Heterotrophs cannot produce their own food.,Decomposers are heterotrophs because they feed in dead organisms.,Some heterotrophs need to consume other organisms to acquire food.,"Heterotrophs include algae, fungi, and photosynthetic bacteria.",1,Average
Science,Senior (Grade 11-12),Which of the following is NOT true about autotrophs?,"Plants, algae and photosynthetic bacteria are photoautotrophs.",Chemoautotrophs usually live in places where there is no light.,Chemoautotrophs ingest organic molecules and convert them to inorganic molecules.,The sun's light energy is essential for photoautotrophs.,Chemoautotrophs ingest organic molecules and convert them to inorganic molecules.,1,Average
Science,Senior (Grade 11-12),1) Organisms are made up of at least one cell. 2) Cells in organisms need energy to divide.,Only statement 1 is true.,Only statement 2 is true.,None of the statements are true.,Both statements are true.,Both statements are true.,1,Average
Science,Senior (Grade 11-12),1) Not cellular transport requires energy. 2) Active transport in cell does not require energy.,Both statements are true.,Only statement 1 is true.,None of the statements are true.,Only statement 2 is true.,Only statement 1 is true.,1,Average
